Dates,text,label
11-May-16,"Buy Aurobindo Pharma, Dabur, M&M: Sudarshan Sukhani",0
09-May-16,Ban on norm-compliant vehicles worst advt of India: Toyota,1
05-May-16,"Mahindra and Mahindra's FY16 results on May 30, 2016",1
03-May-16,See Apr-Jun domestic tractor ind growth at 10%: M&M's Jejurikar,0
02-May-16,"Mahindra sales rise 14% to 41,863 units in April",0
02-May-16,Mahindra Tractors sells 20704 units in India during April 2016,0
02-May-16,Mahindra's auto sector sells 41863 units during April 2016,0
29-Apr-16,"Buy M&M, Maruti, Exide: Rajat Bose",0
28-Apr-16,TVS Motor tops JD Power customer satisfaction study,0
27-Apr-16,"Sell ICICI Bank; buy Indiabulls Housing Finance, M&M: Gujral",1
27-Apr-16,Mahindra launches Big Bolero Pik-up priced up to Rs 6.3 lakh,1
26-Apr-16,"Buy ITC, M&M; sell Adani Ports on rallies: Ashwani Gujral",1
26-Apr-16,Super 6 stocks that can give handsome returns on April 26,1
26-Apr-16,"Buy Glenmark, Hindalco; Maruti may test Rs 3598: Rajat Bose",1
26-Apr-16,"Bull's Eye: Buy M&M, Jet Airways, RCF, RComm; sell DLF",1
25-Apr-16,Mahindra launches limited edition Scorpio Adventure,0
22-Apr-16,Mahindra & Mahindra good bet: Deven Choksey,0
22-Apr-16,Mahindra becomes first Indian company to join EP100 campaign,0
22-Apr-16,Classic Stripes promoters buy out Navis Cap for Rs 360 cr,0
13-Apr-16,"Prefer M&M, Hero Moto, Bajaj Auto: Dipan Mehta",0
13-Apr-16,"Buy Jubilant Foodworks, M&M, BASF India: Ashwani Gujral",0
13-Apr-16,"Upbeat on M&M, buy at current level: Sudarshan Sukhani",0
13-Apr-16,"Buy UltraTech Cement, Sintex, Bharti Airtel: Ashwani Gujral",0
12-Apr-16,Mahindra launches Yuvo tractor in Madhya Pradesh,0
12-Apr-16,M&M may move by Rs 100 in next 2 weeks: SP Tulsian,0
11-Apr-16,Expect Q4 revenue to grow 6.3% for India Inc: Emkay Global,0
07-Apr-16,Top car cos meet to find way out of SC ban on big diesel cars,0
05-Apr-16,Mahindra launches five tractor models under Yuvo range,0
05-Apr-16,"Buy Maruti Suzuki, M&M: SP Tulsian",0
04-Apr-16,Will not launch a petrol variant for NuvoSport: M&M,0
01-Apr-16,Mahindra sales rise 17% in March,0
01-Apr-16,"Mahindra tractor sales up 19.8% to 14,682 units in Mar",0
01-Apr-16,MHCV sales jumped 59% in FY16: M&M,0
01-Apr-16,Mahindra's auto sector sells 52718 units during March 2016,0
01-Apr-16,Mahindra Tractors sells 13931 units in India during March 2016,0
01-Apr-16,"March auto sales: Maruti grows 15.9%, MHCV lifts Leyland nos 31%",0
31-Mar-16,Auto ind hopes SC will consider extra cess in lieu of diesel ban,0
31-Mar-16,"M&M acquires 35% in Finnish co, enters combine harvester biz",0
31-Mar-16,Mahindra enters global combine harvester business,0
22-Mar-16,"Mahindra forays into dairy biz, launches Saboro brand",0
22-Mar-16,M&M to launch sports vehicle NuvoSport early April,0
22-Mar-16,Mahindra agri business forays into dairy business with Saboro,0
22-Mar-16,"Buy Ashok Leyland, L&T, HUL, Kotak Mahindra Bank: Prakash Gaba",0
21-Mar-16,Mahindra Powerol launches all new range of 125kVA diesel generators,1
14-Mar-16,"Mahindra earmarks Rs 10,000cr investment till FY18",0
14-Mar-16,Trringo.com to be based on dual biz model: M&M,0
14-Mar-16,"Buy Mahindra & Mahindra, says Sudarshan Sukhani",0
14-Mar-16,Mahindra's new startup dials-in to rural India with TRRINGO.com,0
10-Mar-16,Super 6 trading stocks for short term gain,0
09-Mar-16,"Go long in M&M, Larsen & Toubro: Aditya Agarwal",0
08-Mar-16,"Tata Motors, Bharat Forge, GDLS join hands for FICV programme",0
04-Mar-16,Buy M&M;target of Rs 1283: SPA Research,0
04-Mar-16,"Mahindra hikes prices by up to Rs 47,000 from April 1",0
04-Mar-16,Buy M&M;target of Rs 1337: Edelweiss,0
04-Mar-16,Buy M&M;target of Rs 1250: Emkay,0
02-Mar-16,"Buy M&M on dips, positive on Hero Moto: Neeraj Dewan",0
02-Mar-16,1% TCS on cars above Rs 10 lakh may impact ease of doing biz:M&M,0
02-Mar-16,"Urban demand strong, rural market remains a challenge: M&M",0
02-Mar-16,"Positive on auto stocks, Vakrangee may hit Rs 245: SP Tulsian",0
02-Mar-16,"Buy SBI, M&M, Ashok Leyland, Ceat, TV Today: Ashwani Gujral",0
01-Mar-16,Mahindra Tractors sells 12702 units in India in February 2016,0
01-Mar-16,Mahindra's auto sector sells 44002 units during February 2016,0
01-Mar-16,"Feb sales: Maruti falls 0.9%; Tata Motors up 6%, Hero grow 13.6%",0
01-Mar-16,Not overly worried about infra cess impacting demand: M&M,0
29-Feb-16,"Budget 2016: Prefer HDFC, LIC Housing, Maruti, M&M: SP Tulsian",1
24-Feb-16,"Sell Sun TV, Aurobindo Pharma; buy M&M: Sudarshan Sukhani",1
22-Feb-16,"Super Six: Sameet, Ashish, Manas on their top picks ",0
19-Feb-16,"Buy M&M, Tata Steel, Hero Moto: Manish Hathiramani",0
17-Feb-16,"Look at Maruti, M&M, UPL, Siemens, Arvind, LIC Housing: Tulsian",0
17-Feb-16,M&M eyes more market share in UV segment riding on KUV100,0
15-Feb-16,"M&M to invest Rs 8,000 cr on automotive plants in Maharashtra",0
15-Feb-16,Will sign MoU at Make In India for Chakan Phase II invst: M&M,0
12-Feb-16,M&M to consolidate agri biz under Mahindra Shubhlabh Services,0
12-Feb-16,"Sell YES Bank, M&M, Britannia: Manish Hathiramani",0
12-Feb-16,"M&M Q3 misses estimates, profit falls 15%; consolidates agri biz",0
11-Feb-16,M&M Q3 adjusted profit seen up 44% on strong EBITDA: Poll,0
10-Feb-16,Mahindra to leverage on Formula E learning for electric cars,0
04-Feb-16,"Mahindra launches new HCV truck series, BLAZO",0
04-Feb-16,XUV Aero Coupe to be most expensive from M&M's stable,0
04-Feb-16,M&M unveils concept coupe XUV Aero; SUV Tivoli,0
04-Feb-16,"Mahindra unveils racing bike, electric 2-wheeler",0
03-Feb-16,Turnaround in growth visible; optimistic on overseas biz: M&M,0
02-Feb-16,Auto Expo 2016 kicks off tomorrow with media preview,0
02-Feb-16,M&M completes stake sale in Swaraj Automotive,0
02-Feb-16,Car sales in India witness bleak start in 2016,0
02-Feb-16,M&M completed sale of shares in Swaraj Automotives,0
01-Feb-16,M&M sales surge by 9.6% in January,0
01-Feb-16,Mahindra's auto sector sells 43789 units during January 2016,0
01-Feb-16,"Subsidies from AP, TN govts helped boost Q3 growth: EPC",0
01-Feb-16,Mahindra Tractors sells 14402 units in India during January 2016,0
01-Feb-16,"Maruti Jan sales fall 2.6%; Royal Enfield, Leyland in top gear",0
01-Feb-16,"Buy Asian Paints, Mahindra & Mahindra: Sudarshan Sukhani",0
01-Feb-16,Govt aid helps carmakers go green and cheap to fight smog crisis,0
29-Jan-16,"Buy M&M, Tata Motors may test Rs 305: Gaurav Bissa",0
28-Jan-16,"Buy M&M, Aurobindo Pharma; sell Crompton Greaves: Sukhani",1
25-Jan-16,"M&M can move up, ICICI Bank looks good: Rajat Bose",0
22-Jan-16,"Like M&M, Century Textiles, Aurobindo Pharma: SP Tulsian",0
22-Jan-16,Mahindra launches downsized diesel engine to overcome ban,0
22-Jan-16,Mahindra launches its new mHawk diesel engine variant,0
21-Jan-16,M&M may slip to Rs 1112: Rajat Bose,0
20-Jan-16,"Sell Mahindra & Mahindra, target Rs 1125: Rajat Bose",0
18-Jan-16,"Hold Mahindra & Mahindra; target of Rs 1,330: Religare",0
18-Jan-16,"Sell M&M, United Breweries, Bharti Airtel: Sudarshan Sukhani",0
15-Jan-16,M&M working on various options of mitigation after SC verdict,0
15-Jan-16,"Prefer Maruti Suzuki, HDFC, MCX India, L&T, M&M: SP Tulsian",0
15-Jan-16,"Sell M&M January futures, 1180 Put: Krish Subramanyam",0
14-Jan-16,Auto ind meets Gadkari to relook BS-VI implementation timeline,0
11-Jan-16,"Buy Bajaj Finance; sell Idea, Bharti Airtel; avoid M&M: Sukhani",0
11-Jan-16,"ITC, CESC look weak; M&M may head lower: Rajat Bose",0
07-Jan-16,Sell M&M; buy BHEL 165 Put: Chandan Taparia,0
06-Jan-16,Pick-up truck Imperio will create new niche segment: M&M,1
06-Jan-16,"Buy GAIL India; sell ICICI Bank, M&M: Sudarshan Sukhani",1
06-Jan-16,M&M: Updates on incorporation of subsidiary of Mahindra Susten in India,1
05-Jan-16,"Buy Maruti Suzuki, M&M: Prakash Diwan",1
04-Jan-16,Not losing sleep over diesel car ban in NCR: Pawan Goenka,1
01-Jan-16,"Maruti Dec sales beat estimates, rise 8.5%; M&M disappoints",1
01-Jan-16,Here are top 10 stocks to watch for today,1
01-Jan-16,Buy M&M; target Rs 1320: Rahul Mohindar,1
31-Dec-15,Sudarshan Sukhani upbeat on M&M,1
29-Dec-15,Look at Mahindra and Mahindra: Neeraj Deewan,1
28-Dec-15,Six out of top 10 best-selling PVs in Nov are from Maruti,1
23-Dec-15,M&M to launch premium pickup range Imperio next month,1
18-Dec-15,"Buy M&M, Reliance Ind may test Rs 1080: Prakash Diwan",0
18-Dec-15,"Trade M&M 1300 Call, says Amit Gupta",0
17-Dec-15,Sell M&M; Mercator may hit Rs 32: Rajat Bose,0
17-Dec-15,"Sell Mahindra & Mahindra, says CA Rudramurthy BV",0
17-Dec-15,"Sell Apollo Tyres, advises Sudarshan Sukhani",0
16-Dec-15,Buy M&M at around Rs 1200: Sudarshan Sukhani,0
16-Dec-15,"Sell Tata Motors; buy Maruti, upbeat on M&M: Sukhani",0
16-Dec-15,SC bans registration of 2000cc+ diesel cars in NCR,0
16-Dec-15,"Pininfarina to up design ability, won't harm margins: TechM",0
16-Dec-15,M&M not to be hit much by diesel car ban:Religare Cap,0
16-Dec-15,"Like Kotak Bank, Colgate; buy India Cements: Prakash Gaba",0
16-Dec-15,Sell Mahindra & Mahindra below Rs 1228: Rajat Bose,0
15-Dec-15,Tech Mah or M&M? Pininfarina buy best for which company,0
15-Dec-15," Buy Maruti Suzuki, target Rs 4705: Rajat Bose",0
14-Dec-15,Co to have management control over Pininfarina: Tech Mah,0
11-Dec-15,M&M sets up new aerospace company in Australia,0
11-Dec-15,"Go long in Bosch, Tata Steel; L&T looks weak: Prakash Gaba",0
11-Dec-15,Talks on Pininfarina sale to Mahindra continue: Source,0
08-Dec-15,"Short Mahindra & Mahindra, advises Bhavin Desai",1
02-Dec-15,Sales optimism hinges on next monsoon season: M&M,1
01-Dec-15,"Maruti, Eicher Motors, Leyland, M&M Nov sales disappoint",1
30-Nov-15,Tata Motors to launch hatchback Zica early next year,1
27-Nov-15,"Bullish on M&M, target Rs 435-455: Simi Bhaumik",1
27-Nov-15,"Buy Mahindra and Mahindra, target Rs 2000: Prakash Gaba",1
27-Nov-15,"Buy M&M 1360 Call, suggests VK Sharma",1
27-Nov-15,"Like Tata Motors, can climb to Rs 450: Prakash Gaba",1
27-Nov-15,Super Six stocks ideas to liven up your trade,1
26-Nov-15,"Buy Mahindra and Mahindra, says Sudarshan Sukhani",1
26-Nov-15,"M&M may touch Rs 1380, says Sukhani",1
26-Nov-15,Mahindra launches XUV500 with automatic transmission,1
24-Nov-15,"Prefer M&M, says Prakash Gaba",1
23-Nov-15,"Pick Maruti Suzuki, Ashok Leyland, M&M: Sukhani",0
20-Nov-15,"Buy M&M 1300 Call, says VK Sharma",0
19-Nov-15,No plans for changing bullish view on India: Anand Mahindra,0
19-Nov-15,Hold M&M; target of Rs 1283: SPA Securities,0
19-Nov-15,"Short M&M, target Rs 1210: Manoj Murlidharan",0
18-Nov-15,"Buy Aditya Birla Nuvo, Lyka Labs, M&M: Kunal Bothra",0
10-Nov-15,Festival season brings in cheer; car sales rise 22% in Oct,0
10-Nov-15,Dhanteras sales at 11.5k units; max demand for TUV 300: M&M,0
10-Nov-15,"M&M Dhanteras sales up 70%, sells 11,500 vehicles",0
06-Nov-15,"Neutral on M&M, target Rs 1100: Ashwin Patil",0
06-Nov-15,"M&M Q2 profit down 2.4% on tax cost, revenue beats forecast",0
05-Nov-15,Expect 25-30% volume growth in FY16: JBM Auto,0
05-Nov-15,"M&M Q2 profit seen down 2%, revenue may fall on weak volume",0
02-Nov-15,"Trade M&M on short side, says Sudarshan Sukhani",0
02-Nov-15,Fireworks in motown: Biggies see impressive October sales,0
02-Nov-15,"Accumulate M&M; Maruti, Ashok Leyland strong buys: Joshi",0
02-Nov-15,Mahindra's Auto Sector sells 51383 units during October 2015,0
02-Nov-15,Mahindra Tractors sells 27280 units in October 2015,0
29-Oct-15,"Sell M&M, Siemens: Sacchitanand Uttekar",0
28-Oct-15,"Sell M&M, SAIL; buy Cipla: Sudarshan Sukhani",0
28-Oct-15,Scope for 25-50 bps fall in lending rates: HDFC Bank,0
21-Oct-15,Objective is to be an end-to-end player in agriculture: M&M,0
21-Oct-15,"Short Mahindra & Mahindra, says Rahul Shah",0
21-Oct-15,6 trading bets that can fetch you handsome returns,0
20-Oct-15,Mahindra enters digital market for intra-city logistics,0
20-Oct-15,Mahindra enters digital marketplace for intra-city logistics with SmartShift,0
20-Oct-15,"Mahindra and Mahindra may hit Rs 1245, says Gaurav Bissa",0
19-Oct-15,Mahindra & Mahindra forays into branded pulses business,0
19-Oct-15,Mahindra agri ausiness forays into branded pulses with NuPro Tur Dal,0
19-Oct-15,"Looking at expansion in aerospace, defence units: M&M",0
16-Oct-15,Mahindra unveils two vehicles from new Supro stable,1
16-Oct-15,M&M sells entire stake in Swaraj Automotive for Rs 25 cr,1
16-Oct-15,Mahindra rolls out two new vehicles,1
16-Oct-15,M&M to sell stake in its subsidiary Swaraj Automotive,1
15-Oct-15,"Buy SBI, L&T; sell M&M: Sudarshan Sukhani",1
14-Oct-15,"M&M aims larger market share for UVs, HCVs",1
13-Oct-15,M&M assigned BBB- rating with stable outlook by S&P,1
12-Oct-15,"Sell Mahindra & Mahindra, says Sameet Chavan",1
08-Oct-15,Moody's assigns lowest investment grade rating to M&M,1
08-Oct-15,"Plan to invest around Rs 10,000cr over next 3 years: M&M",1
08-Oct-15,M&M assigned Baa3 rating with stable outlook by Moody's,1
06-Oct-15,"Mahindra & Mahindra: Updates on production, sells data",0
05-Oct-15,Mahindra Intertrade appoints Sumit Issar as MD,0
01-Oct-15,Sept auto sales: Hyundai up 9.8%; Hero rises slightly,0
01-Oct-15,"Go long in Mahindra & Mahindra 1,260 Put, says Gaurav Bissa",0
01-Oct-15,See 20-25% rise in auto sales in festive season: M&M,0
01-Oct-15,"Mahindra Tractors sells 17,052 units in India during September 2015",0
01-Oct-15,M&M sells 42848 units during September 2015,0
01-Oct-15,M&M completes acquisition of 33% stake in Mitsubishi Agri,0
01-Oct-15,Mitsubishi Agricultural Machinery and Mahindra announce start of strategic partnership,0
30-Sep-15,"Sep auto sales: Nomura sees 35% growth in MHCV, 5% PVs",0
28-Sep-15,"Short M&M, target Rs 1150-1160: Samet Chavan",0
24-Sep-15,Go long in Mahindra & Mahindra 1240 Call: Gaurav Bissa,0
23-Sep-15,Ease of doing business slowly improving in India: M&M,0
18-Sep-15,"Prefer M&M, Maruti Suzuki: Rahul Mohindar",0
16-Sep-15,Mahindra launches TUV300 in Madhya Pradesh,0
16-Sep-15,"Sell Mahindra & Mahindra, says Sudrashan Sukhani",0
14-Sep-15,Utility vehicles segment sees healthy growth: M&M,0
14-Sep-15,Hold Mahindra & Mahindra; target of Rs 1330: Religare,0
10-Sep-15,M&M to launch petrol variant of S101 by 2016-end: Goenka,0
10-Sep-15,"Buy BPCL; sell UPL, M&M: Sudarshan Sukhani",0
10-Sep-15,"M&M launches TUV300, price starting at Rs 6.9 lakh",0
09-Sep-15,"M&M to invest Rs 2,000 crore in Tamil Nadu",0
09-Sep-15,M&M signs MoU with Government of Tamil Nadu,0
09-Sep-15,Pininfarina's sale to Mahindra seen in next few weeks: Srcs,0
07-Sep-15,Telephonics Corporation to increase equity stake in Mahindra Telephonics,0
03-Sep-15,Motilal Oswal neutral on Mahindra and Mahindra,0
01-Sep-15,"Mahindra tractor sales fall 22% in August at 11,699 units",0
01-Sep-15,Mahindra Tractors sells 10751 units during August 2015,0
01-Sep-15,"August sales: Hero, Maruti, M&M weak; Leyland, RE zoom",0
31-Aug-15,"Nomura expects strong growth in August MHCV, PV sales",0
28-Aug-15,Buy Mahindra and Mahindra 1180 Put: JK Jain,0
26-Aug-15,"Federal Bank, Atul Auto clinch financing deal",1
26-Aug-15,Mahindra to invest Rs 700 cr to become full range CV player,1
26-Aug-15,"Mahindra Truck and Bus Division rolls out 15,000th HCV truck from Chakan plant",1
17-Aug-15,M&M: Updates on outcome of AGM,1
17-Aug-15,"M&M gets shareholders' nod to raise Rs 5,000 crore",1
17-Aug-15,Remain invested in Tata Motors: Vishal Malkan,1
14-Aug-15,M&M to invest around Rs 700 cr in CV business,1
14-Aug-15,M&M to launch SUV TUV300 next month,1
10-Aug-15,Accumulate M&M; target of Rs 1473: P Lilladher,0
10-Aug-15,Don't see anything impacting profitability ahead: M&M,0
10-Aug-15,"Buy Mahindra & Mahindra, says Sudrashan Sukhani",0
10-Aug-15,"Opportunities in Ashok Leyland, Maruti: Sudarshan Sukhani",0
07-Aug-15,M&M to launch more products in H2: Anand Mahindra,0
07-Aug-15,"M&M Q1 net profit down 7%, cost saving supports EBITDA",0
07-Aug-15,Top buzzing midcap stocks to trade on August 7,0
06-Aug-15,M&M Q1 profit seen down 17% to Rs 730.6 cr on lower volumes,0
05-Aug-15,Go long in Mahindra & Mahindra: Sudarshan Sukhani,1
03-Aug-15,Mahindra's auto sector sells 34652 units during July 2015,1
03-Aug-15,Mahindra Tractors sells 14273 units in India during July 2015,1
31-Jul-15,Look at Rico Auto: Prakash Diwan,0
31-Jul-15,Pininfarina says still hoping to agree sale to Mahindra,0
30-Jul-15,M&M to launch SUV TUV300 in mid-September,0
30-Jul-15,New SUV TUV 300 to hit streets by mid-Sept: M&M's Goenka,0
30-Jul-15,Go long in Mahindra & Mahindra 1400 Call: Gaurav Bissa,0
29-Jul-15,"Pininfarina, Mahindra to resume sale talks in Sept: Sources",0
28-Jul-15,"CCI fines Hyundai Rs 420 cr; Reva, Premier also face flak",0
28-Jul-15,M&M launches AT variant of Scorpio priced up to Rs 14.33L,0
28-Jul-15,"Buy CESC, M&M may hit Rs 1365: Yogesh Mehta",0
23-Jul-15,M&M's new 'Thar CRDe' launched at Rs 8.03 lakh,0
23-Jul-15,6 stock ideas to liven up your trade,0
22-Jul-15,Go long in M&M; may go above Rs 1400: Ashish Chaturmohta,0
20-Jul-15,"Buy Mahindra & Mahindra, Motherson Sumi: Yogesh Mehta",0
20-Jul-15,Super Six: Top chart picks for July 20,0
17-Jul-15,"Buy CSEC, Mahindra & Mahindra: Sameet Chavan",0
17-Jul-15,Mahindra forays into branded edible oil space with 'NuPro',0
17-Jul-15,Mahindra forays into branded edible oils segment with NuPro,0
16-Jul-15,Hyundai to launch new Creta SUV in India on July 21,0
15-Jul-15,"Hyundai receives over 10,000 pre-bookings for Creta",0
10-Jul-15,"M&M to seek shareholders' nod to raise Rs 5,000 cr",0
10-Jul-15,"Mahindra & Mahindra's AGM on August 07, 2015",0
09-Jul-15,"Improved Q1FY16 nos from cap goods, pvt bks seen: Edelweiss",0
03-Jul-15,Competition Comm dismisses complaint against 18 auto makers,0
02-Jul-15,"Auto sales mixed, trucks strong; UBS says Maruti top pick",0
02-Jul-15,"Mahindra tractor sales down 16 % in June to 25,090 units",0
01-Jul-15,Not a smooth ride for Motown; June sales nos mixed,0
01-Jul-15,Mahindra Tractors sells 23899 units in India during June 2015,0
30-Jun-15,Nomura sees 24% sales growth in MHCV but flat PVs in June,1
30-Jun-15,Mahindra aims for double-digit growth in Africa,1
29-Jun-15,Mahindra bets big on agriculture sector,1
24-Jun-15,M&M's Jeeto be a worthy contender in SCV segment: Goenka,0
22-Jun-15,Mahindra plans 6 new tractor launches in 3 years,1
17-Jun-15,"Mahindra First Choice aims to sell 7,000 SCVs in FY16",0
16-Jun-15,Mahindra expands JV to make airborne weather radars,0
12-Jun-15,"Buy L&T; sell Ambuja Cements, M&M: Gaurav Bissa",0
11-Jun-15,Buy Mahindra & Mahindra; target of Rs 1403: ICICIdirect,0
10-Jun-15,Mahindra and Mahindra looks strong: Prakash Diwan,0
09-Jun-15,Mahindra and Mahindra may test Rs 1130-1145: Kunal Bothra,0
08-Jun-15,Accumulate M&M; target of Rs 1332: Angel,0
02-Jun-15,Hyundai to drive in new SUV Creta in H2 2015,0
01-Jun-15,"Buy Ashok Leyland, advises Devang Mehta",0
01-Jun-15,Mahindrass auto sector sells 36706 units during May 2015,0
01-Jun-15,Mahindra Tractors sells 19257 units in May 2015,0
01-Jun-15,"Tata Motors, TVS May sales grow 5-6%, Hero disappoints",0
29-May-15,M&M Q4 nos inline; govt must invest in rural infra: Experts,0
29-May-15,M&M Q4 cons profit tanks 39% to Rs 586 cr on lower revenue,0
28-May-15,"M&M Q4 profit may be hit by weak tractor volumes, margin",1
25-May-15,Hopeful of good monsoon: Pawan Goenka,1
25-May-15,M&M drives in 'new-age' XUV500,1
25-May-15,M&M: Mahindra Drives in the New Age XUV500,1
21-May-15,M&M to buy stake in Mitsubishi Heavy's farm machinery unit,1
21-May-15,"Mitsubishi Heavy Industries, M&M enter into strategic partnership",1
19-May-15,"Take long positions in M&M, says Amit Gupta",1
11-May-15,"Car sales grow 18.14% in April, fastest in 30 months",0
04-May-15,Tata Motors preferred pick: Mayuresh Joshi,0
04-May-15,Keep Mahindra and Mahindra in buy list: Prayesh Jain,0
04-May-15,Look at Mahindra & Mahindra: Sachin Shah,0
04-May-15,"Buy Maruti Suzuki, short M&M: Sudarshan Sukhani",0
24-Apr-15,"Petrol shift to hurt Tata Motors; less pain for M&M, Maruti",0
23-Apr-15,Mahindra inaugurates its extended automotive manufacturing facility at Zaheerabad in Telangana,0
22-Apr-15,M&M opens Rs 250cr extended manufacturing unit in Telangana,0
16-Apr-15,"Go long in M&M 1240 Call, advises Gaurav Bissa",1
16-Apr-15,Here are top 10 stocks to focus on April 16,1
01-Apr-15,Mahindra tractor sales decline 31% in March,1
01-Apr-15,M&M to stop selling vehicles in Brazil,1
01-Apr-15,"Will focus on African, South American markets: M&M",1
01-Apr-15,Mahindra Tractors sells 12254 units in March 2015,1
01-Apr-15,Mahindra & Mahindra March sales down 12%,1
01-Apr-15,Mahindra and Mahindra sells 45212 units in March 2015 ,1
25-Mar-15,"Prefer Tata Motors, Mahindra & Mahindra: Sachin Shah",0
25-Mar-15,"Bullish on 4 wheelers; like Maruti, Leyland: PL's Korde",0
23-Mar-15,"MRF Ltd to invest Rs 4,500 cr in TN to ramp up capacity",0
20-Mar-15,Mahindra First Choice Wheels raises USD 15mn from Valiant Capital,0
19-Mar-15,Buy M&M; target of Rs 1310: Prabhudas Lilladher,0
18-Mar-15,Motilal Oswal neutral on M&M,0
18-Mar-15,Accumulate Mahindra & Mahindra; target of Rs 1400: Emkay,0
18-Mar-15,Here are top 10 stocks to focus on March 18,0
16-Mar-15,Electric vehicles may take 2-5% of Indian mkt in few years,0
16-Mar-15,"Saurabh Mukherjea negative on FMCG, auto space",0
12-Mar-15,"Buy REC, M&M: Sameet Chavan",1
11-Mar-15,"Buy Kotak Mahindra Bank, M&M, Bharat Forge: Gaurav Bissa",1
03-Mar-15,Here are top 10 stocks to keep an eye on March 3,0
02-Mar-15,Mahindra & Mahindra sales fall 10% in February,0
27-Feb-15,Minda enters JV with Japan's Kosei worth Rs 300 crore,1
26-Feb-15,Here are top 10 stocks to focus on February 26,1
25-Feb-15,M&M wants to milk dairy sector; eyes up to Rs 750-cr buyout,1
25-Feb-15,"Look at L&T, Bharat Forge, M&M: Devang Mehta",1
23-Feb-15,Mahindra launches XUV500 variant priced at Rs 14.48 lakh,1
23-Feb-15,Working on new tractor platform called Dhruv: Pawan Goenka,1
18-Feb-15,Buy M&M; target Rs 1412: Kotak Securities,0
18-Feb-15,A 25% rise in defence output to create 1 lakh jobs: PM Modi,0
18-Feb-15,Mahindra offers proactive upgrade of airbag software,0
13-Feb-15,Compact UV launches key for M&M growth in CY15: Quant,0
13-Feb-15,"M&M Q3 net up 5.7% to Rs 967 cr, operating profit down 25%",0
12-Feb-15,M&M Q3 profit seen down 39% to Rs 615 cr: CNBC-TV18 Poll,0
12-Feb-15,Pipavav says no talks to sell stake to Mahindra,0
12-Feb-15,"M&M, Pipavav deal positive if it materialises: KPMG",0
12-Feb-15,Go long in Mahindra and Mahindra: Aditya Agarwal,0
11-Feb-15,"Union Budget 2015: Replace JNNRUM, up agri credit for auto sector: CARE",0
02-Feb-15,"Maruti Jan sales rise 13.7%, Tata Motors posts 5% growth",0
29-Jan-15,Stay with Mahindra and Mahindra: Sudarshan Sukhani,0
19-Jan-15,"Buy Mahindra and Mahindra, short Nifty: Amit Gupta",1
14-Jan-15,"M&M: SsangYong launches its first compact global SUV Tivoli, in Korea",0
13-Jan-15,Short Mahindra and Mahindra: Amit Harchekar,0
13-Jan-15,"Mahindra & Mahindra's Q3 results on February 13, 2015",0
09-Jan-15,Car sales up 2.46% in 2014; SIAM sees FY15 growth at 1%,0
07-Jan-15,"Buy M&M, LIC Housing; sell Jain Irrigation: Sukhani",0
07-Jan-15,Go long in Mahindra and Mahindra: Gaurav Bissa,0
05-Jan-15,M&M to pass on entire excise hike to customers,0
02-Jan-15,"Auto cos, white goods makers in wait & watch mode on prices",0
01-Jan-15,M&M sales down 8% in December,0
01-Jan-15,"Short M&M, buy Maruti Suzuki: Sukhani",0
31-Dec-14,5 stocks you should pick for 2015: Religare Retail,0
31-Dec-14,Here are top 10 stocks to keep an eye on December 31,0
24-Dec-14,"Buy M&M, says Kunal Bothra",0
24-Dec-14,M&M may move to Rs 1315-1330: Hemant Thukral,0
23-Dec-14,M&M may slip to Rs 1180-1200: Amit Harchekar,1
15-Dec-14,Maruti Suzuki to hike prices in the range of 2-4% from Jan,0
15-Dec-14,Here are top 10 stocks to focus on December 15,0
12-Dec-14,M&M may touch Rs 1220-1225: Hemant Thukral,0
11-Dec-14,M&M may buy Saab: But is the M&A strategy working?,0
08-Dec-14,Buy Mahindra and Mahindra on dips: Sudarshan Sukhani,0
04-Dec-14,Motilal Oswal neutral on Mahindra and Mahindra,1
01-Dec-14,Mahindra Tractors sells 14207 units in India during Nov 2014,1
01-Dec-14,Mahindra's auto sector sells 34292 units during November 2014,1
01-Dec-14,"Maruti sales up 19.5% in Nov, TVS Motor clocks 36% growth",1
01-Dec-14,"Prefer M&M, Bharat Forge: Chandan Taparia",1
28-Nov-14,Mahindra and Mahindra may touch Rs 1360: Chandan Taparia,1
27-Nov-14,M&M may test Rs 1350-1400: Ashish Chaturmohta,1
26-Nov-14,Buy Mahindra and Mahindra on dips: Sudarshan Sukhani,1
26-Nov-14,Check Out: Top chart picks for November 26,1
24-Nov-14,Check Out: Top chart picks for November 24,0
19-Nov-14,See overall revenue at around Rs 220 cr by FY16: GS Auto,0
18-Nov-14,"Mahindra recalls 2,300 units of Scorpio, XUV500, Xylo",0
14-Nov-14,Expect 16% growth over next few years: Lumax Auto,0
14-Nov-14,Accumulate M&M; target of Rs 1428: Angel Broking,0
13-Nov-14,Mahindra plans to launch three new vehicles in 2015,0
11-Nov-14,"M&M hikes passenger, commercial vehicle prices",0
11-Nov-14,"M&M top pick, says Dilip Bhat",0
11-Nov-14,Mahindra Tractors raises prices of its product portfolio,0
11-Nov-14,Mahindra hikes prices of its auto sector product portfolio,0
11-Nov-14,"Buy Mahindra and Mahindra, says Manas Jaiswal",0
11-Nov-14,Here's what Altamount Cap is betting on post Q2 earnings,0
07-Nov-14,LKP neutral on Mahindra & Mahindra; target of Rs 1312,0
