Dates,text,label
06-May-15,Go long in Kotak Mahindra Bank: Ashish Chaturmohta,0
05-May-15,Prefer private sector banks: Parag Thakkar,0
05-May-15,Accumulate Kotak Mahindra Bank: Phani Sekhar,0
05-May-15,"Kotak Mah Bank Q4: Strong nos to propel stock, says experts",0
05-May-15,Kotak Mahindra Bank: Outcome of board meeting,0
05-May-15,"Kotak Mahindra Bk Q4 beats forecast, net up 29%; bonus 1:1",0
05-May-15,Look at Kotak Mahindra Bank: Taher Badshah,0
04-May-15,Kotak Mahindra Bank Q4 profit seen up 19.3% to Rs 485.67 cr,0
30-Apr-15,"Sell Kotak Bank, Reliance Infra: Chaturmohta",0
30-Apr-15,Prefer private sector banks over PSU banks: Baliga,0
27-Apr-15,Scope to up foreign shareholding in merged co: Uday Kotak,0
24-Apr-15,"Short State Bank of India, target below Rs 240: Harchekar",0
24-Apr-15,SBI's up to $2.4 bn share sale likely in June: Sources,0
22-Apr-15,"Prefer Axis Bank, IndusInd Bank: Parag Thakkar",1
22-Apr-15,"Buy IT stocks on dips, says Parag Thakkar",1
21-Apr-15,Kotak allots 13.92 cr shares to ING Vysya's shareholders,1
21-Apr-15,Kotak Bank seeks FIPB nod to hike foreign holding to 55%,1
15-Apr-15,"Buy Ambuja Cements, Kotak Bank, Reliance Cap: Gaurav Bissa",1
15-Apr-15,"Buy Bank of Baroda, Canara Bank: Sudarshan Sukhani",1
10-Apr-15,"Buy Reliance Industries, Kotak Mahindra Bank: Rajat Bose",1
06-Apr-15,"Prefer Kotak Mahindra Bank, target Rs 1410: Hemant Thukral",0
01-Apr-15,"Merged entity NIM to be above 4%, but sub-4.5%: Kotak Bank",0
01-Apr-15,Kotak Mahindra-ING Vysya merger gets RBI approval,0
01-Apr-15,RBI approves scheme of amalgamation of ING Vysya Bank with Kotak Mahindra Bank,0
13-Mar-15,Here are top 10 stocks to keep an eye on March 13,0
11-Mar-15,"Buy Kotak Mahindra Bank, M&M, Bharat Forge: Gaurav Bissa",1
04-Mar-15,SBI's up to $2.4 bn share sale likely by end Apr: sources,1
04-Mar-15,Look at private sector banks: Parag Thakkar,1
04-Mar-15,"Buy LIC Housing Finance, Kotak Mahindra Bank: Kunal Saraogi",1
03-Mar-15,"Pick IndusInd Bank, Kotak Mahindra Bank: CK Narayan",1
25-Feb-15,Here are top 10 stocks to focus on February 25,0
23-Feb-15,Here are top 10 stocks to keep an eye on February 23,0
20-Feb-15,Kotak-ING Vysya merger deal gets CCI green signal,0
11-Feb-15,"Axis Bank, IndusInd Bank, Kotak Bank top picks: Thakkar",0
10-Feb-15,Buy Kotak Mahindra Bank: Pritesh Mehta,0
04-Feb-15,Repo rate may be at 7-7.25% by end of 2015: Uday Kotak,0
03-Feb-15,"Go long in Kotak Mahindra Bank, says Siddharth Bhamre",0
03-Feb-15,Payment bks to see real earnings only after 3-4 yrs: Parekh,0
02-Feb-15,"Cautious on BoB post Q3; ICICI, HDFC Bk good buys: Quant",0
29-Jan-15,Airtel payment bank will help 'reach the unbanked': Kotak,0
29-Jan-15,"Kotak-AMSL deal: May see more such marriages, say experts",0
29-Jan-15,Kotak Mahindra to buy 19.9% in Airtel m-Commerce,0
28-Jan-15,"Buy Axis Bank, Kotak Mahindra Bank: Parag Thakkar",1
28-Jan-15,"Prefer Axis Bank, SBI, KPIT Tech: Parag Thakkar",1
20-Jan-15,Kotak Mahindra Bank updates on outcome of EGM,1
20-Jan-15,Stay with Kotak Mahindra Bank: Nooresh Merani,1
20-Jan-15,Kotak Mahindra Bank's 4.7% NIMs a minor miss: Dipan Mehta,1
20-Jan-15,Kotak Mahindra Bank Q3 profit rises 37% to Rs 464.5 cr,1
20-Jan-15,Kotak Mahindra Bank Q3 profit seen up 29% to Rs 439cr: Poll,1
19-Jan-15,Buy Kotak Mahindra Bank on correction: Ambareesh Baliga,1
19-Jan-15,Here's what experts make of Q3 earnings so far,1
19-Jan-15,Competition Commission examining Kotak-ING deal,1
08-Jan-15,Kotak Mahindra withdraws Parambi's nomination to MCX board,0
08-Jan-15,"Buy ICICI Bank, Kotak Bank: Sharmila Joshi",0
08-Jan-15,"Buy Asian Paints, Kotak Bank, UltraTech Cement: Sukhani",0
08-Jan-15,Kotak Mahindra Bank: Outcome of EGM,0
08-Jan-15,Kotak Mahindra & ING Vysya merger gets shareholders nod,0
07-Jan-15,Kotak Mahindra Bank may touch Rs 1250: Gaurav Bissa,0
29-Dec-14,"ING Bk staff want job safety post merger,to strike on Jan 7",0
18-Dec-14,"Go long in OBC, Kotak Mahindra Bank: Manoj Murlidharan",0
16-Dec-14,Prefer Kotak Mahindra Bank: CK Narayan,0
15-Dec-14,Stay invested in Kotak Mahindra Bank: Dipan Mehta,0
15-Dec-14,Top stock picks by Hemant Thukral,0
09-Dec-14,"Kotak Mahindra Bank: EGM on Jan 07, 2015",0
05-Dec-14,"Buy Kotak Mahindra Bank, says CK Narayan",0
04-Dec-14,"Prefer TVS Motor, L&T, SKS Micro: Dhananjay Sinha",0
28-Nov-14,"Prefer Kotak Mahindra Bank, Emami: Rajesh Agarwal",0
28-Nov-14,Kotak Mahindra Bank may test Rs 1280-1300: Abhijit Paul,0
25-Nov-14,ING Vysya buyout credit positive for Kotak: India Ratings,0
25-Nov-14,Kotak Mahindra Bank gets RBI approval to enter in general insurance biz,0
24-Nov-14,Kotak expects major global cooperation boost from ING deal,0
21-Nov-14,No drastic job cuts post KMB-ING Vysya merger: Uday Kotak,0
21-Nov-14,Will you buy Kotak Mahindra Bk after ING Vysya acquisition?,0
21-Nov-14,Buy Kotak Mahindra Bank for long term: Ajay Srivastava,0
21-Nov-14,Prefer Kotak Mah Bk over Axis Bk on RoA front: IDBI Cap,0
21-Nov-14,Hold Kotak Mahindra Bank: Deven Choksey,0
21-Nov-14,Accumulate Kotak Mahindra Bank: Jignesh Shial,0
21-Nov-14,Uday & Uday: Matchmakers of Kotak moment,0
21-Nov-14,Uday to smoothen Kotak-Vysya integration woes: Ex-SBI chmn,0
21-Nov-14,"Buy Kotak Mah on every dip, stay invested for 2-3 yrs:Deven",0
20-Nov-14,"ING deal: Swap ratio fair for all stakeholders, says Kotak",0
20-Nov-14,Don't foresee cultural issues with Kotak-ING merger: HDFC,0
20-Nov-14,Mega merger: Kotak Bank to buy ING Vysya in all share deal,0
20-Nov-14,"Upon merger, Kotak Mah Bk to have 1214 branches: Uday Kotak",0
20-Nov-14,Upbeat on HDFC Bank despite underperformance in rally: UBS,0
20-Nov-14,Dhananjay Sinha positive on Kotak Mahindra Bank,0
20-Nov-14,Dhirendra Tiwari positive on Kotak Mahindra Bank,0
20-Nov-14,Here are top 10 stocks to keep an eye on November 20,0
11-Nov-14,Hold Kotak Mahindra Bank; target of Rs 1117: ICICIdirect,0
07-Nov-14,Hold Kotak Mahindra Bank; target of Rs 1111: KRChoksey,0
07-Nov-14,Super Six: Top chart picks for November 7,0
22-Oct-14,"Kotak Mah Q2 nos meet estimates, experts remain bullish",0
22-Oct-14,Kotak Mahindra Bank Q2 profit jumps 26% on other income,0
22-Oct-14,Kotak Mahindra Bank Q2 profit may jump 15.2% to Rs 406 cr,0
20-Oct-14,"Buy Kotak Bank, Arvind; sell GMR Infra fut: Manav Chopra",0
20-Oct-14,"Bull's Eye: Buy Arvind, Aurobindo, ICICI Bank, UPL",0
29-Sep-14,FTIL exits MCX; completes 15% stake sale to Kotak Mah Bk,0
29-Sep-14,Kotak Mahindra Bank buys 15% in MCX India,0
26-Sep-14,S&P raises outlook of 11 FIs;maintains -ve for Syndicate Bk,1
26-Sep-14,"Kotak Mahindra Bank's Q2 results on Oct 22, 2014",1
22-Sep-14,Buy Kotak Mahindra Bank: Sudarshan Sukhani,1
19-Sep-14,Kotak Mahindra Asset Management acquires schemes of PineBridge mutual fund,1
17-Sep-14,Dipan Mehta neutral on banking space,1
12-Sep-14,"Short Kotak Mah Bank, buy SBI 2550 Put: Gopi Suvanam",0
08-Sep-14,Kotak Mahindra Bank: Outcome of board meeting,1
04-Sep-14,"Buy Kotak Bank, Hero Motocorp, Asian Paints: Sukhani",1
27-Aug-14,FTIL exits MCX by selling 5% stake for over Rs 200cr,0
27-Aug-14,FMC okays Kotak Mahindra Bank deal to buy 15% stake in MCX,0
20-Aug-14,"Buy Shriram Trans, M&M Fin, Kotak Mahindra Bank: Sukhani",0
18-Aug-14,MCX board approves Kotak investment; to shy away from FTIL,0
13-Aug-14,"Buy Kotak Mahindra Bank, says Sudarshan Sukhani",0
08-Aug-14,Kotak Mahindra Bank: Outcome of board meeting,0
07-Aug-14,Short Kotak Mahindra Bank: Chandan Taparia,0
06-Aug-14,FTIL says MCX stake sale to Kotak Bank done at 'fair' price,0
04-Aug-14,Kotak Mahindra Bank: Outcome of AGM,0
30-Jul-14,Kotak Mahindra Bank may hit Rs 1000: Kunal Bothra,0
25-Jul-14,"RBI penalises ICICI Bank, Canara Bank, Yes Bank & 9 others",0
25-Jul-14,Motilal Oswal neutral on Kotak Mahindra Bank; target Rs 875,0
23-Jul-14,Accumulate Kotak Mahindra Bank; tgt of Rs 1000: KRChoksey,0
22-Jul-14,Kotak-MCX deal: Is cleansing in commodities market over?,0
21-Jul-14,Kotak deal brings stability to MCX: Ex-NCDEX chairman,0
21-Jul-14,Kotak picks up stake: The worst is behind for MCX,0
21-Jul-14,Buy Kotak Mahindra Bank: Sudarshan Sukhani,0
21-Jul-14,Kotak Bank pure financial investor in MCX: Paul Parambi,0
21-Jul-14,Kotak-MCX-FTIL deal win-win; pricing apt: ICAN Advisors,0
21-Jul-14,FTIL to sell 15% in MCX to Kotak Mahindra for Rs 459 cr,0
18-Jul-14,Hold Kotak Mahindra Bank; target of Rs 945: ICICIdirect,0
17-Jul-14,Accumulate Kotak Mahindra Bank: Motilal Oswal,0
17-Jul-14,Will you buy Kotak post Q1 results? Analysts up target,0
17-Jul-14,Kotak Mahindra Bank increases FIIs investment limit to 40%,0
16-Jul-14,"Kotak Mahindra Bank Q1 net up 11%, asset quality improves",0
15-Jul-14,Kotak Mahindra Bank Q1 net seen rising 6.5% YoY,0
15-Jul-14,Kotak Mahindra Bank Q1 net may dip at Rs 391cr: P Lilladher,0
15-Jul-14,Kotak Mahindra Q1 net seen up 7% to Rs 431 cr: ICICIdirect,0
15-Jul-14,"Prefer Kotak Mahindra Bank, IndusInd Bank, HDFC Bank: Irani",0
10-Jul-14,India Inc gives a thumbs up to maiden Modi Budget,0
07-Jul-14,Abu Dhabi Investment Auth sells Rs 420-cr Kotak Bank shares,0
07-Jul-14,Buy Kotak Mahindra Bank: Manas Jaiswal,0
07-Jul-14,12 Budget measures to expect; stocks likely to benefit: DB,0
24-Jun-14,Buy Kotak Mahindra Bank: Yogesh Mehta,0
23-Jun-14,"DoD meets SteelMin, merchant bankers on SAIL disinvestment",0
23-Jun-14,"Kotak Mahindra Bank's Q1 results on July 16, 2014",0
18-Jun-14,Avoid Kotak Mahindra Bank: Sudarshan Sukhani,1
17-Jun-14,"Kotak Mahindra Bank's AGM on July 16, 2014",1
16-Jun-14,Kotak Mahindra Bank fixes book closure for dividend & AGM,1
11-Jun-14,"Buy Kotak Mahindra on dips, may test Rs 960: Taparia",1
11-Jun-14,Buy Kotak Mahindra Bank: Manas Jaiswal,1
10-Jun-14,FM-bankers meet: Uday Kotak suggests listing of LIC,0
09-Jun-14,Indian story has tremendous opportunity: Uday Kotak,0
06-Jun-14,Super Six stocks you can bet on June 6,0
03-Jun-14,Check out: Trading stocks for short term gain,0
02-Jun-14,YES Bank QIP got 6-7 large orders from FIIs: Deutsche Bank,0
30-May-14,Constantly looking for inorganic opportunities: KMBL,0
30-May-14,Kotak Trustee Co sells 3.24% stake in Kotak Mahindra Bank,0
28-May-14,May look at M&A or stake sale to cut holding: Uday Kotak,0
22-May-14,Hold Kotak Mahindra Bank; target of Rs 835: KRChoksey,0
08-May-14,Sell Kotak Mahindra Bank: Gopi Suvanam,0
02-May-14,Hold Kotak Mahindra Bank; target of Rs 770: ICICIdirect,0
30-Apr-14,Kotak Mahindra Bank eyeing MCX stake?,0
30-Apr-14,Low provisions helped Kotak meet Q4 estimates: ICICI Direct,0
30-Apr-14,Kotak Mahindra Bank Q4 net falls 7% on lower other income,0
30-Apr-14,Kotak Mahindra Bank recommends dividend,0
30-Apr-14,Kotak Mahindra Bank Q4 PAT seen down 11% to Rs 389.5 cr,0
30-Apr-14,Kotak Mahindra Bank Q4 net may dip 18% at Rs 357cr: MOST,0
09-Apr-14,Kotak Mahindra Bank may test Rs 840: Amit Gupta,0
07-Apr-14,"Kotak Mahindra Bank's FY14 results on April 30, 2014",0
04-Apr-14,Few applicants may be better at differentiated banking: RBI,0
01-Apr-14,Market beginning to factor in NDA victory: Uday Kotak,0
01-Apr-14,Buy Kotak Mahindra Bank on correction: Yogesh Mehta,0
31-Mar-14,No decision yet on new bank licences by RBI: EC,0
31-Mar-14,Kotak Mahindra Bank shifts its registered office,0
26-Mar-14,Kotak Mahindra Bank may test Rs 750-800: Amit Gupta,0
20-Mar-14,More banks importing gold won't aid volumes: Titan,0
07-Mar-14,Super Six short term picks for March 07,0
25-Feb-14,Buy Kotak Mahindra Bank: Siddharth Bhamre,0
14-Feb-14,Super Six stocks you can bet on February 14,0
10-Feb-14,Hold Kotak Mahindra Bank; target Rs 690: Firstcall Research,0
04-Feb-14,Kotak Mahindra Bank hikes term deposit rates,0
03-Feb-14,Kotak Mahindra Bank hikes term deposit rates by 25 bps,0
27-Jan-14,Sell Kotak Mahindra Bank: Hemant Thukral,0
21-Jan-14,Hold Kotak Mahindra Bank: SP Tulsian,1
21-Jan-14,"Kotak Mahindra Bank Q3 disappoints, net dips 6% to Rs 340cr",1
21-Jan-14,Kotak Mahindra Bank Q3 PAT seen up at Rs 362.4cr: MOST,1
20-Jan-14,Kotak Mah Bank Q3 PAT seen up 3% at Rs 373cr: ICICIdirect,1
20-Jan-14,"Kotak Mah Bank Q3 PAT seen up 7%, may surprise street: Poll",1
09-Jan-14,"Kotak Mahindra Bank's Q3 results on Jan 21, 2014",0
03-Jan-14,"Below Rs 707, Kotak Mahindra may test Rs 680: Kunal Bothra",0
30-Dec-13,Seeing fall in home loan book growth: Kotak Mah Bank,0
18-Dec-13,Banks not keen to act as insurance brokers,1
17-Dec-13,Kotak Mahindra Bank plans to increase branches to 600 plus,1
21-Nov-13,Gautam Shah bullish on private banking space,0
05-Nov-13,Buy Kotak Mahindra Bank on dips: Anu Jain,0
29-Oct-13,Kotak Mahindra Bank may test Rs 760: Kunal Bothra,1
25-Oct-13,Super Six buy/sell call for October 25,0
24-Oct-13,Kotak Mahindra Bank may test Rs 750: Abhijit Paul,0
24-Oct-13,"Kotak Mahindra Bank Q2 profit up 16%, NIM rises to 4.9%",0
24-Oct-13,See 5-6% upside in Kotak Mahindra Bank: Baliga,0
24-Oct-13,Kotak Mahindra Bank Q2 net may rise to Rs 392cr: KR Choksey,0
24-Oct-13,Kotak Mahindra Bank Q2 PAT seen up Rs 370cr: ICICIdirect,0
24-Oct-13,Kotak Mahindra Bank Q2 PAT may rise 28.5% to Rs 360.4 cr,0
14-Oct-13,"Kotak Mahindra Bank's Q2 results on Oct 24, 2013",0
10-Oct-13,Super Six: Top chart picks for October 10,0
08-Oct-13,Prefer Kotak Mahindra Bank: Pritesh Mehta,0
04-Oct-13,"Brokerage calls: Buy Sun Pharma, Tata Motors; sell Bharti",0
03-Oct-13,Buy Kotak Mahindra Bank; target Rs 786: Firstcall Research,0
01-Oct-13,Kotak Mahindra Bank not to transfer any SLR security from AFS/ HFT to HTM,0
30-Sep-13,"Here's how brokerage are playing Marico, SBI, Mah & Mah Fin",0
26-Sep-13,"Buy Syndicate Bank, Canara Bank, ICICI Bank: Vayalar",0
02-Sep-13,New banks: RBI zeroes on 5 for panel to screen applications,0
02-Sep-13,Avoid Kotak Mahindra Bank: Shardul Kulkarni,0
13-Aug-13,Kotak Mahindra Bank revises its base rate to 10%,1
01-Aug-13,Kotak Mahindra Bank to open 100 new branches in FY 2014,0
31-Jul-13,"Buy Infosys; sell Kotak Mahindra Bank, Tata Motors",1
30-Jul-13,Kotak Mahindra Bank:  Updates on outcome of AGM,1
18-Jul-13,Kotak Mahindra Bank Q1 PAT up 43% aided by other income,1
17-Jul-13,Kotak Mahindra Bank Q1 profit may rise 38% to Rs 388 cr,1
17-Jul-13,Axis Bank may slip to Rs 1000: Sudarshan Sukhani,1
16-Jul-13,Kotak Mahindra Bank may touch Rs 1000: SP Tulsian,1
15-Jul-13,"RBI fines 22 banks, warns 7 for KYC violations",1
12-Jul-13,Yes Bank sees corporate rivalry behind family feud,1
10-Jul-13,Super Six stocks you can bet on July 10,1
09-Jul-13,Sell Kotak Mahindra Bank: Sudarshan Sukhani,1
08-Jul-13,"Sell Kotak Mahindra Bank, buy HCL Tech: Sudarshan Sukhani",1
08-Jul-13,6 trading stocks for short term gains,1
03-Jul-13,"Bank hopefuls stare down road fraught with cost, risks",0
02-Jul-13,"Kotak Mahindra Bank Q1 results on July 18, 2013",0
01-Jul-13,RBI names 26 applicants for new banking licence,0
28-Jun-13,Check out: Super six ideas for Friday,0
25-Jun-13,Sell IndusInd Bank & Kotak Mahindra Bank: Sudarshan Sukhani,0
21-Jun-13,"Sell Kotak Mahindra Bank, Shriram Transport: Sukhani",0
20-Jun-13,"Kotak Mahindra Bank: AGM on July 18, 2013",1
20-Jun-13,No plan to trim saving deposit rate from 6%: Kotak Bank,1
19-Jun-13,Super Six short term picks for June 19,1
14-Jun-13,Top super six ideas that you can bet on,1
13-Jun-13,Kotak Mahindra Bank fixes book closure for dividend & AGM,1
12-Jun-13,Check out: Top super six ideas for the day,1
10-Jun-13,Short Maruti Suzuki & Kotak Mahindra Bank: Sukhani,0
07-Jun-13,Be cautious on HDFC Bank and Kotak Mahindra Bank: Merani,0
04-Jun-13,"Bet on HDFC, HDFC Bank, Kotak Mahindra Bank: Darashaw",1
31-May-13,RBI to clarify new banking licence queries on June 3,1
20-May-13,"Buy ICICI Bank, Kotak Mahindra Bank on dips: Sukhani",0
16-May-13,Kotak Mahindra allots 2cr equity shares to Heliconia Pte,0
15-May-13,Prefer Kotak Mahindra Bank over PNB: Sudarshan Sukhani,0
09-May-13,Kotak Mahindra Bank can test Rs 745-750: Mohindar,0
09-May-13,Kotak Mahindra Bank approves to issue 2cr equity shares to Heliconia Pte,0
07-May-13,Kotak Mahindra Bank denies takeover buzz,0
02-May-13,Enter Kotak Mahindra Bank at Rs 690: SP Tulsian,0
02-May-13,Kotak Mahindra board recommends dividend,0
02-May-13,"Kotak Mahindra Bank Q4 net up 47%, beats estimates",0
02-May-13,"Kotak Mahindra Bank hits 52-week high, Q4 earnings eyed",0
02-May-13,Kotak Mahindra Bank Q4 PAT seen up 23% to Rs 364 cr,0
23-Apr-13,"Kotak Mahindra Bank EGM on May 09, 2013",0
16-Apr-13,Banking sector results preview for Q4FY13: Motilal Oswal,0
16-Apr-13,"Kotak Mahindra FY13 results on May 02, 2013",0
12-Apr-13,Heliconia to hold 2.6% stake post allotment: Kotak Mah Bank,0
12-Apr-13,Kotak Mahindra to issue 2 cr equity shares to Heliconia Pte,0
28-Mar-13,Super Six short term picks for March 28,0
15-Mar-13,Q4 Advance Tax: Banks likely to aid Mumbai meet its target ,1
15-Mar-13,Kotak Mahindra: Outcome of board meeting,1
12-Mar-13,Kotak says raises $90 m in infra fund,0
12-Mar-13,Kotak announces first close of its India infrastructure fund,0
11-Mar-13,Kotak Mahindra Bank looks strong among private banks: Jain,1
04-Mar-13,Buy Kotak Mahindra Bank; target Rs 727: Firstcall Research,0
01-Mar-13,Buy Kotak Mahindra Bank; target of Rs 675: IIFL,0
22-Feb-13,RBI issues guidelines for new banking licence,0
14-Feb-13,"Short Kotak Mahindra Bank, says ICICI Direct",1
05-Feb-13,Kotak Mahindra acquires business loans portfolio of Barclays India,1
05-Feb-13,Kotak Mahindra Bank buys biz loans book of Barclays India,1
25-Jan-13,Hold Kotak Mahindra Bank: Ventura,0
24-Jan-13,CCI gives its consent to Kotak-Barclay deal,0
24-Jan-13,Hold Kotak Mahindra Bank; target of Rs 666: KRChoksey,0
23-Jan-13,"Avoid Kotak Mahindra Bank, says Sukhani",0
22-Jan-13,Stay away from Kotak Mahindra Bank: Sukhani,0
22-Jan-13,Kotak Mahindra Bank director resigns,0
22-Jan-13,Kotak Mah Bank rises over 2% post stellar Q3 earnings,0
22-Jan-13,"Kotak Mah Bank Q3 beats estimate, profit up 31% to Rs 362cr",0
22-Jan-13,Kotak Mahindra Bank Q3 profit seen up 11% to Rs 306.7 cr,0
21-Jan-13,Kotak Mahindra Bank can go upto Rs 650: Vayalar,0
21-Jan-13,Super Six stocks you can bet on Jan 21,0
10-Jan-13,Private banks to post healthy earnings growth in Q3FY13,0
10-Jan-13,"Kotak Mahindra Q3 results on Jan 22, 2013",0
07-Jan-13,"Short Kotak Mahindra Bank, Voltas: Sudarshan Sukhani",0
26-Dec-12,"Short Kotak Mahindra Bank, says Sudarshan Sukhani",0
13-Dec-12,Mkt looking weak; buy ACC & Ambuja Cement on dip: Tulsian ,1
13-Dec-12,Kotak Investment Banking enters into exclusive strategic alliance,1
29-Nov-12,Expert tips: 9 stocks that you can buy now,0
29-Nov-12,Buy Kotak Mahindra Bank: Sukhani,0
23-Nov-12,Buzzing Karnataka Bank: What lifts investors' mood,0
20-Nov-12,Top 10 intraday and long-term bets to beat volatility,0
16-Nov-12,"Buy Kotak Mahindra, JP Power: Sudarshan Sukhani ",0
16-Nov-12,6 stocks likely to see lot of action on Nov 16,0
09-Nov-12,Buy Kotak Bank Nov fut below Rs 609; target Rs 636: IIFL,0
06-Nov-12,Super Six trading ideas for Nov 06,0
25-Oct-12,Kotak Mahindra says retail credit quality may deteriorate,0
25-Oct-12,ICICI Bank numbers may surprise the market: Tulsian,0
25-Oct-12,Kotak Mahindra Bank Q2 NII rises 25% to Rs 758 cr,0
25-Oct-12,Kotak Mahindra Bank Q2 net profit up 8% to Rs 280 cr,0
25-Oct-12,Kotak Mahindra Bank Q2 PAT seen up 11% to Rs 288 cr,0
25-Oct-12,6 stock ideas to liven up your trade,0
23-Oct-12,"Kotak Mahindra Bank, ICICI Bank best picks: Sukhani",0
10-Oct-12,"See no asset quality concern, says IndusInd MD",1
10-Oct-12,"Kotak Mahindra Bank Q2 results on Oct 25, 2012",1
09-Oct-12,Q2 results: What to expect from banks,1
26-Sep-12,Prefer SBI to Kotak Mahindra Bank: Sekhar,1
26-Sep-12,"BHEL, Kotak Mah Bank has good upside potential: Sukhani",1
26-Sep-12,Kotak Mahindra Bank has potential to move up: Manghnani,1
25-Sep-12,Buy Kotak Mahindra Bank at current levels: Sukhani,1
14-Sep-12,"Federal Bank, Kotak Bank good picks: Murlidharan",0
12-Sep-12,Kotak Bank sees its SB deposits jumping 68% in Q1,0
12-Sep-12,"Go long on ICICI Bank, Kotak Mahindra Bank: Sukhani",0
12-Sep-12,Super Six short term picks for Sept 12,0
05-Sep-12,Kotak Mahindra Bank may decline to Rs 563-553: Manghnani,0
03-Sep-12,"Kotak Mahindra allots 2,40,374 equity shares under ESOP",0
03-Sep-12,"Short BHEL, buy Kotak Mahindra Bank: Sukhani",0
31-Aug-12,"Go long in Wipro, says Sudarshan Sukhani",0
22-Aug-12,"Short Reliance Comm, suggests Sukhani",1
14-Aug-12,Buy Kingfisher Airlines; sell Kotak Mahindra: GEPL Capital,1
03-Aug-12,"Short Kotak Mah Bank, buy Ranbaxy Labs: Panda",0
03-Aug-12,Buy Reliance Ind; sell Kotak Mahindra Bank: GEPL Capital,0
30-Jul-12,6 trading stocks for short term gain,0
27-Jul-12,HDFC Bank overtakes SBI as India's most valued bank,0
23-Jul-12,Kotak Mahindra Bank can touch Rs 612: Murlidharan,0
23-Jul-12,"Sell Kotak Mahindra Bank, says Sukhani",0
20-Jul-12,See more declines in Kotak Mahindra: Sukhani,0
19-Jul-12,Buy Hero Motocorp at lower levels: Dilip Bhat,0
19-Jul-12,Kotak Mahindra Bank Q1 PAT at Rs 282cr; Total Income at Rs 2056cr,0
19-Jul-12,"Kotak Mah Bank Q1 PAT up 6.5% at Rs 443 cr, NPAs rise",0
19-Jul-12,Stable asset quality of Kotak Mah Bank to continue in Q1,0
18-Jul-12,Kotak Mah Bank Q1 PAT seen up 15.4% to Rs 481 cr,0
18-Jul-12,Super Six: Top chart picks for July 18,0
16-Jul-12,"Buy Kotak Mahindra, Glenmark Pharma, MindTree: Ashish Kapur",1
16-Jul-12,"Prefer ICICI Bank, Axis Bank, says Ajay Bodke",1
16-Jul-12,"Bull's Eye: Buy DCB, Mindtree, Orchid; short Crompton",1
12-Jul-12,Buy Kotak Mahindra Bank: Mohindar,1
06-Jul-12,"Kotak Mahindra Bank may rally 4-5%, says Sharma",1
27-Jun-12,RBI asks Kotak Bank to trim promoter's stake to 20% by FY18,0
27-Jun-12,RBI asks Kotak Mah Bank promoter's to bring down stake to 20%,0
21-Jun-12,"Boost saving deposits, grow retail loans 30%: Govt to banks",0
11-Jun-12,Kotak Mahindra fixes book closure for dividend & AGM,0
24-May-12,Super Six intraday picks for May 24,0
22-May-12,"Kotak Mahindra, JP Associates may see smart rally: Sukhani",0
16-May-12,"Bull's Eye: Short JSW Steel; Buy Apollo Tyre, MindTree, L&T",0
11-May-12,Hold Kotak Mahindra; target of Rs 560: KRChoksey,0
10-May-12,Buy Kotak Mahindra with long term: Sukhani,0
08-May-12,HDFC Bank may slip to Rs 495: Harchekar,0
08-May-12,Kotak Mahindra Bank Q4 PAT up 19% at Rs 296 cr,0
08-May-12,Kotak Mahindra Bank Q4 PAT seen up 17% at Rs 292 cr,0
04-May-12,Super Six stocks you can bet on May 4,1
24-Apr-12,Super Six short term picks for April 24,1
23-Apr-12,"Not mulling savings, deposit rate change: Kotak Mahindra",0
16-Apr-12,Go long in Kotak Mahindra Bank on dips: Thukral,1
16-Apr-12,"Stay invested in Kotak Mahindra, says Sukhani",1
02-Apr-12,Sukhani's view on Kotak Mahindra Bank,0
28-Mar-12,"Bull's Eye: Buy Delta Corp, Sadbhav Engg, IVRCL",0
27-Mar-12,"Bull's Eye: Buy United Spirits, IDFC, Short Alstom Projects",0
21-Mar-12,Kotak Mahindra can touch Rs 550-555: Kulkarni,0
19-Mar-12,Super Six: Top chart picks for March 19,0
14-Mar-12,Foreign PEs to continue with profit booking in near-term,0
23-Feb-12,Buy Kotak Mahindra Bank around Rs 540-550: Vishal Malkan,0
10-Feb-12,"Buy UCO Bank around Rs 77, says Mohindar",0
10-Feb-12,"Bull's Eye: Buy Suzlon, HPCL, Hathway Cable, VIP Industries",0
10-Feb-12,"Buy Kotak Mahindra Bank, says Sudarshan Sukhani",0
01-Feb-12,"Carlyle, Warburg Pincus sell India shares as mkt rebounds",0
01-Feb-12,Warburg cuts stake in Kotak Mahindra Bank: Sources,0
30-Jan-12,"Kotak Mahindra Bank thinks big, plans local acquisition",0
27-Jan-12,Motilal Oswal neutral on Kotak Mahindra Bank,0
25-Jan-12,"Kotak Mahindra Dec '11 profit at Rs 1,640.98 crore",0
24-Jan-12,Kotak Mahindra Bank may slip to Rs 445-450: Manghnani,0
23-Jan-12,Kotak Mahindra Bank Q3 net rises 21%,0
23-Jan-12,Kotak Mahindra Bank Q3 PAT up 47% at Rs 276 cr,0
23-Jan-12,Kotak Mahindra Bank Q3 PAT likely to jump 32%,0
20-Jan-12,Bull's Eye: 12 buying ideas for the day,0
18-Jan-12,"Bull's Eye: Buy Titan, Voltas, Delta Corp, sells Essar Oil",0
11-Jan-12,Banking Stocks results preview for Q3FY12: KRChoksey,0
11-Jan-12,See downside in Kotak Mahindra: Anil Manghnani,0
05-Jan-12,Super Six stocks you can bet on Jan 05,0
